index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
21,sdtqnurulilmi,2025-10-24T11:39:10.000Z,"💉 *Dokumentasi BIAS Campak*  Alhamdulillah hari ini perwakilan siswa SDTQ Nurul Ilmi Lilhuffadz telah melaksanakan kegiatan BIAS (Bulan Imunisasi Anak Sekolah) Campak yang diselenggarakan oleh Dinas Kesehatan Kabupaten Bogor, semoga dengan kegiatan ini sebagai ikhtiar untuk meningkatkan kekebalan tubuh dengan menurunkan kejadian penyakit yang dapat dicegah dengan Imunisasi.   Barakallahufiikum 🙏  #BIAS #vaksincampak #dinkeskabbogor #SDTQNurulIlmiLilhuffadz",https://www.instagram.com/p/DQMMvFsEnTi/,0,0,3,-1,NaN
22,dr.murfariza_herlina_spa_mkes,2025-09-24T09:04:29.000Z,"Hai Mama-Papa, yuk kita mengenal penyakit campak dan bahayanya jika menyerang si Kecil!  Campak adalah penyakit akibat virus Morbilli yang menyerang bayi dan anak. Campak bisa menyebabkan kecacatan hingga kematian karena komplikasinya antara lain: pneumonia/bronkopneumonia, ensefalitis, otitis media, dan kerusakan mata.  Apa saja gejala-gejalanya dan apa saja pencegahannya? Yuk kita tonton video berikut!😊  ""HEALTHY CHILDREN, HAPPY PARENTS!""  Note📃: Video ini telah mendapat persetujuan untuk diunggah demi kepentingan edukasi  #campak #measles #morbilli #vaksincampak #tipsbayidanbalita ##dokteranak #dokteranakbatam",https://www.instagram.com/p/DO-rL1JEpLs/,1,0,24,-1,NaN
23,klinikmaharanny.medika,2025-11-23T03:17:21.000Z,"Orang tua perlu mewaspadai gejala campak pada anak, apalagi jika anak belum pernah divaksin, karena bisa terjadi komplikasi berbahaya bila tidak segera ditangani. Pengobatan yang tepat juga dapat meringankan gejala campak pada anak dan mencegah penularan ke anak lain  Yuk segerakan vaksinasi MR/MMR agar anak kita terlindungi dari penyakit virus Campak/Rubella  #campak #rubella #polio #vaksincampak #imunisasilengkap #imunisasianak #vaksinasi #vaksinhalal #vaksinaman #vaksininfluenza",https://www.instagram.com/p/DRYjJ0PE5Pu/,0,0,4,-1,NaN
24,benagrow,2025-09-01T02:11:01.000Z,"✨ Bunda, jangan anggap remeh ruam merah pada anak! Awalnya mungkin terlihat seperti alergi atau biang keringat, tapi tahukah Anda kalau gejala itu bisa jadi tanda campak?  📍 Campak biasanya dimulai dengan demam tinggi, batuk, pilek, dan mata merah. Beberapa hari kemudian, ruam muncul di wajah lalu menyebar ke tubuh. Jika dibiarkan, campak dapat berujung komplikasi serius seperti radang paru, diare berat, bahkan infeksi otak.  👉 Itulah mengapa deteksi dini sangat penting. Segera bawa anak ke dokter bila muncul gejala, pastikan asupan cairan dan istirahat cukup, serta jangan berikan obat sembarangan tanpa anjuran medis.  💉 Ingat, vaksin campak/MR adalah cara terbaik melindungi si kecil. Karena pencegahan selalu lebih baik daripada pengobatan.  #campak #kesehatananak #edukasiorangtua #deteksidini #vaksincampak #parentingsehat #ortuwajibtahu",https://www.instagram.com/p/DOCtlbLEx8C/,0,0,4,-1,NaN
25,apotekamerthaofficial,2025-09-02T11:33:56.000Z,"🚨WASPADA CAMPAK🚨  Kasus campak di Indonesia mengalami peningkatan, Sobat Sehat!   Penularannya sangat cepat dan dapat menimbulkan komplikasi serius, terutama pada anak-anak  📌 Pastikan si kecil mendapatkan vaksin campak tepat waktu untuk mencegah risiko lebih lanjut  Apotek Amertha selalu siap memenuhi kebutuhan kesehatan keluarga Anda❤️  #apotek #apotekamertha #apoteker #apotekterdekat #apotekjakartapusat #apotekjakartatimur #apotekpulogebang #apotekjakartaselatan #apotekmurah #apotekterlengkap #apoteklengkap #apotektermurah #pesanonline #pesanobat #deliveryobatWaspadaCampak #CegahCampak #VaksinCampak #InfoSehat #TipsKesehatan #tanyaapoteker #tanyaobat #konsultasiobat #apotekjakarta #obatlengkap #vaksinanak #vaksinasi #campak #kasuscampak",https://www.instagram.com/p/DOGSzPCgbiG/,0,0,3,-1,NaN
26,madu.abdurrahman,2025-09-07T10:38:22.000Z,"Baru saja episode horor dari cacing-cacing diperut mulai hilang dari benak kita, kali ini kembali viral kasus campak yang bahkan menewaskan puluhan anak. 😭  Bukan hanya kondisi perekonomian Indonesia yang sedang tidak baik-baik saja, tetapi kesehatan anak-anak Indonesia pun sepertinya harus menjadi sorotan utama tentang bagaimana solusi untuk permasalahan penyakit-penyakit ini.  Nah, kali ini Madu Abdurrahman coba bawakan beberapa solusi dari rumah yang bisa kita gunakan untuk mengatasi salah satu penyakit anak, yaitu campak. ✨  Semoga Bermanfaat!  🍯🍃 Yuk, pelajari konsep-konsep makanan yang baik untuk tubuh kita berdasarkan pengobatan modern, Thibbun Nabawi, dan juga literatur klasik yang bisa Kakak lihat pada Instagram @madu.abdurrahman hampir setiap hari.  📌Jangan ragu untuk berdiskusi tentang hal tersebut kepada Kami dengan meng-klik link di bio ya Kak! Insyaallah kami akan berusaha membantu Kakak dalam hal tersebut.  Barakallahufiikum.  #resepJamu #campak #obatcampak #campakanak #vaksincampak #imunisasicampak #MMR #vaksin #imunisasi #vaksinMMR",https://www.instagram.com/p/DOTEajoEiaI/,9,0,231,-1,NaN
27,klinikfirdaus.bwi,2025-09-07T06:31:02.000Z,"✨ Lindungi buah hati dari bahaya campak dan rubella dengan vaksin MR. Efektivitas perlindungannya bisa mencapai 97% bila diberikan lengkap sesuai jadwal! 💉💚  #AyoVaksinDiKlinikFirdaus  -------- Sumber : https://www.alodokter.com/vaksin-campak -------- follow @klinikfirdaus.bwi dan @sunat.superboy 📍Jl. Raya Licin No. 36, Banjarsari, Glagah, Banyuwangi (Timur SDN 2 Banjarsari) 📲 Reservasi: 0878-4573-8731 / 0822-5738-8278 #KlinikFirdaus #KlinikFirdausBanyuwangi #Klinik #Banyuwangi #vaksinmr #vaksincampak #vaksinbanyuwangi",https://www.instagram.com/p/DOSoHDgkrgJ/,0,0,5,-1,NaN
28,biyubiclinic,2025-08-30T08:54:29.000Z,"Ayah bunda! Sudahkah Si Kecil mendapatkan vaksin campak?   Vaksin campak diberikan untuk melindungi si kecil dari penyakit menular yang berbahaya, loh.   Yuk, pastikan dosisnya lengkap agar si kecil terlindungi.  #VaksinCampak #SehatBersamaBiyubi #CegahCampak  #AnakSehatCeria  #ImunisasiLengkap",https://www.instagram.com/p/DN-SKsoFJUJ/,0,0,6,-1,NaN
29,tamiima_,2025-08-27T03:07:20.000Z,"Hati-hati, Bunda! Beberapa waktu lalu, 17 anak di Sumenep meninggal dunia akibat KLB campak. Dan kini, kasus suspek campak juga ditemukan di Lombok Barat 😟  Artinya, campak bisa menyerang kapan saja dan di mana saja, terutama jika anak-anak belum terlindungi dengan imunisasi.  👶 Apa itu campak? Campak adalah penyakit menular yang disebabkan oleh virus dan mudah sekali menyebar lewat udara (batuk, bersin, percikan ludah).  ⚠️ Tanda-tanda campak yang harus diwaspadai:  - Demam tinggi yang tiba-tiba - Batuk, pilek, mata merah berair - Ruam kemerahan di kulit yang biasanya mulai dari wajah lalu menyebar ke seluruh tubuh  Jika dibiarkan tanpa penanganan, campak bisa menyebabkan dampak serius: ❌ Radang paru-paru ❌ Radang otak ❌ Gizi buruk ❌ Kematian  💉 Bagaimana mencegahnya? Sampai saat ini, imunisasi campak/MR adalah satu-satunya cara paling efektif untuk melindungi si kecil. Dengan imunisasi, tubuh anak akan lebih siap melawan virus berbahaya seperti campak.  ✨ Jadi, jangan tunda lagi, Bun. Yuk, cek kembali jadwal imunisasi si kecil di buku KIA. Karena perlindungan hari ini adalah investasi kesehatan untuk masa depan mereka ❤️  #tamiimamomandbabyspa #pijatbayimataram #vaksincampak #campakanak #babyspamataram",https://www.instagram.com/p/DN18DdnZLyL/,0,0,5,-1,NaN
30,rssitimiriam.101,2025-09-08T03:33:28.000Z,"🚨 Waspada KLB Campak! 🚨 Data terbaru menunjukkan meningkatnya kasus Kejadian Luar Biasa (KLB) campak di beberapa wilayah Indonesia.  Campak bukan hanya ruam merah dan demam, tapi bisa menyebabkan komplikasi serius seperti pneumonia, radang otak, hingga kematian, terutama pada anak-anak.  💉 Vaksinasi campak adalah langkah terbaik untuk pencegahan. Dengan imunisasi, kita bisa melindungi anak-anak dari bahaya campak dan mencegah terjadinya KLB di masa depan.  👉 Yuk, segera periksakan status imunisasi si kecil dan jadwalkan vaksinasi campak di Klinik Sehat RS Siti Miriam.  #kliniksehatrssitimiriam #vaksincampak #edukasicampak #klbcampak #cegahcampak #rssitimiriamlawang",https://www.instagram.com/p/DOU4lXmkoGP/,0,0,20,-1,NaN
31,rsuherminasukabumi,2025-09-05T07:45:04.000Z,"Pemberian vaksin adalah salah satu cara efektif untuk mencegah penyebaran penyakit menular, dan salah satu vaksinasi yang sangat penting untuk anak adalah vaksin campak.  Imunisasi adalah langkah kecil bagi kita untuk memenuhi hak anak demi tumbuh kembang optimal dan masa depan yang cerah.  Yuk, lindungi si kecil dengan imunisasi lengkap sesuai jadwal! Jangan sampai terlewat, karena setiap suntikan adalah langkah penting untuk mencegah penyakit berbahaya dan menjaga masa depan mereka.  #𝗧𝗲𝗻𝗮𝗻𝗴𝗱𝗶𝗛𝗲𝗿𝗺𝗶𝗻𝗮 𝗱𝗮𝗻 𝘀𝗲𝗵𝗮𝘁 𝗯𝗲𝗿𝘀𝗮𝗺𝗮 𝗥𝘂𝗺𝗮𝗵 𝗦𝗮𝗸𝗶𝘁 𝗛𝗲𝗿𝗺𝗶𝗻𝗮 𝗦𝘂𝗸𝗮𝗯𝘂𝗺𝗶 @𝗿𝘀𝘂𝗵𝗲𝗿𝗺𝗶𝗻𝗮𝘀𝘂𝗸𝗮𝗯𝘂𝗺𝗶  𝗬𝘂𝗸 𝗰𝗲𝗸 𝗷𝗮𝗱𝘄𝗮𝗹 𝗱𝗮𝗻 𝗯𝘂𝗮𝘁 𝗷𝗮𝗻𝗷𝗶 𝗱𝗲𝗻𝗴𝗮𝗻 𝗱𝗼𝗸𝘁𝗲𝗿 𝗱𝗶 𝗥𝗦𝗨 𝗛𝗲𝗿𝗺𝗶𝗻𝗮 𝗦𝘂𝗸𝗮𝗯𝘂𝗺𝗶 𝗺𝗲𝗹𝗮𝗹𝘂𝗶 𝘄𝗲𝗯 𝗸𝗮𝗺𝗶 (𝗹𝗶𝗻𝗸 𝗱𝗶 𝗕𝗜𝗢)  Atau, pendaftaran melalui Call Centre : 1500 488  Mobile Apps : PT Medikaloka Hermina Tbk (Tersedia untuk IOS dan Android).  #VaksinCampak #RSUHerminaSukabumi #ImunisasiAnak #HerminaHospitals #HerminaSukabumi",https://www.instagram.com/p/DONm_g4j0wR/,5,0,334,-1,NaN
32,rsbaitulhikmahkendal,2025-09-06T11:56:06.000Z,"Campak Masih Mengancam Anak Indonesia!   Tahukah Bunda & Ayah, hingga Agustus 2025 sudah tercatat 3.444 anak meninggal akibat campak? 😢 Padahal campak bisa dicegah dengan vaksin MR lengkap (MR1 & MR2).  Sayangnya, masih banyak anak yang belum divaksinasi karena: ❌ Kurangnya akses ❌ Misinformasi ❌ Dianggap tidak penting ❌ Mengira vaksin hanya untuk bayi ❌ Takut anak demam setelah vaksin  👉 Mari lindungi buah hati kita. Jangan tunggu sampai terlambat. 💉 Pastikan anak mendapat vaksin MR1 & MR2 sesuai jadwal.  Karena senyum sehat mereka adalah masa depan Indonesia  RS Baitul Hikmah Kendal - Peduli anak indonesia. Telpon & Informasi : 0294 3690 666 Whatsapp : +62851 5734 2566  #RSBH #RSBaitulHikmahKendal #Campak #VaksinCampak #anakindonesia",https://www.instagram.com/p/DOQohHIEQQV/,0,0,28,-1,NaN
33,imsacare_medika,2025-09-06T02:46:17.000Z,"Hidup Sehat & Terlindungi dari Campak 🌟 Penyakit campak bisa dicegah! 💉✨ Langkah sederhana untuk melindungi diri dan keluarga: ✔️ Vaksin campak (MR/MMR) sesuai jadwal imunisasi ✔️ Jaga kebersihan diri & lingkungan ✔️ Konsumsi makanan bergizi, cukup tidur, rutin olahraga  ✔️ Segera periksa jika muncul gejala  Ingat, mencegah jauh lebih baik daripada mengobati. Yuk, jaga kesehatan keluarga kita bersama Shafa Medika!  #edukasikesehatan #penyakitcampak #waspadacampak #kesehatan #tubuhsehat #vaksincampak",https://www.instagram.com/p/DOPpmErEgWX/,0,0,2,-1,NaN
34,polsekbppntimur,2025-09-06T09:07:12.000Z,"👮‍♂️ Bhabinkamtibmas Kelurahan Manggar, Polsek Balikpapan Timur Polresta Balikpapan AIPDA Edy Wahyudi hadir mendampingi kegiatan kesehatan masyarakat.  📅 Sabtu, 06 September 2025 🕘 Pukul 09.00 WITA 📍 RT 01 Kelurahan Manggar, Balikpapan Timur  Dalam kegiatan ini, Bhabinkamtibmas melakukan monitoring dan pendampingan Puskesmas Manggar pada pelaksanaan Vaksin Campak yang dirangkaikan dengan Posyandu rutin.  ✅ Tujuan kegiatan ini untuk:  Memantau kondisi kesehatan balita dan lansia.  Mencegah serta menekan penyebaran penyakit campak.  Mengantisipasi potensi kasus stunting di wilayah.  Selain itu, beliau juga mengingatkan warga agar selalu memperhatikan kesehatan dan keamanan anak-anak, baik saat di rumah maupun ketika bermain di luar.  📞 Untuk setiap keluhan, informasi, atau harapan dari masyarakat, dapat langsung disampaikan kepada Bhabinkamtibmas Kelurahan Manggar atau melalui Call Center 110.  🤝 Bersama kita wujudkan lingkungan sehat, aman, dan sejahtera!  #PolrestaBalikpapan #PolsekBalikpapanTimur #Bhabinkamtibmas #VaksinCampak #Posyandu #PolriHumanis",https://www.instagram.com/p/DOQVL-Yj7MX/,0,0,4,-1,NaN
35,madu_murni_bontang,2025-09-08T00:37:00.000Z,"Baru saja episode horor dari cacing-cacing diperut mulai hilang dari benak kita, kali ini kembali viral kasus campak yang bahkan menewaskan puluhan anak.   Bukan hanya kondisi perekonomian Indonesia yang sedang tidak baik-baik saja, tetapi kesehatan anak-anak Indonesia pun sepertinya harus menjadi sorotan utama tentang bagaimana solusi untuk permasalahan penyakit-penyakit ini.  Nah, kali ini Madu Abdurrahman coba bawakan beberapa solusi dari rumah yang bisa kita gunakan untuk mengatasi salah satu penyakit anak, yaitu campak. ✨  Semoga Bermanfaat!  Barakallahufiikum.  #resepJamu #campak #obatcampak #campakanak #vaksincampak #imunisasicampak #MMR #vaksin #imunisasi #vaksinMMR",https://www.instagram.com/p/DOUkY7AD-kY/,0,0,2,-1,NaN
