index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
11,"puskesmastanjungpriok","2026-06-03T07:41:03.000Z","Slot Terbatas! Jadwal Pijat Bayi Bulan Juli Sudah Buka Pendaftaran 🗓️👶  Bunda, si kecil sering rewel atau tidurnya kurang nyenyak? Manjakan buah hati tercinta dengan stimulasi pijat bayi yang aman dan profesional di Puskesmas Kecamatan Tanjung Priok.  Layanan khusus bagi bayi usia 0 s.d. 24 bulan ini hadir dengan biaya yang terjangkau, hanya Rp 75.000 per sesi. Untuk detail pilihan hari dan jam operasionalnya, bisa langsung Bunda cek pada gambar di atas, ya!  💌 Cara Pendaftaran: Silakan hubungi atau kirim pesan via WhatsApp ke nomor 0812-8199-3924.  ⚠️ Informasi Penting: * Sesi pijat sebaiknya ditunda jika si kecil sedang demam, sakit, atau baru saja mendapatkan imunisasi. * Mohon hadir tepat waktu. Keterlambatan lebih dari 30 menit akan otomatis membatalkan reservasi.  Jangan sampai kehabisan kuota, yuk booking jadwalnya dari sekarang! 🚀  #PuskesmasPriok #KilasSehatPriok #JadwalJuli #PijatBayiSehat #InfoLayanan",https://www.instagram.com/p/DZHZ9JIic2Y/,1,0,10,-1,NaN
12,"ivanaandjoanna","2026-06-02T07:47:53.000Z","hati dan pikiran tenang seketika ❤️ • #instareels #reelsoftheday #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #GodisGood",https://www.instagram.com/p/DZE1uDNT4ef/,74,0,149,-1,NaN
13,"kliniknomorsatu","2026-04-07T08:36:50.000Z","🌍✈️ Mau ke luar negeri? Jangan lupa vaksinasi internasional!  Bagi Anda yang akan melakukan perjalanan ke luar negeri, termasuk ibadah Haji dan Umrah, pastikan persyaratan vaksinasi sudah terpenuhi agar perjalanan lebih aman dan nyaman.  💉 Layanan Vaksinasi Internasional di Klinik Nomor Satu ✅ Meningitis – Rp305.000 ✅ Influenza – Rp225.000 ✅ Polio – Rp170.000  📍 Klinik Nomor Satu Jl. By Pass KM. 10 Simp. Taruko (Seberang Basko City Mall)  📲 Informasi & Pendaftaran: WhatsApp: 0811-6680-474 Instagram: @kliniknomorsatu  Jangan tunda persiapan perjalanan Anda. Lindungi diri dan keluarga dengan vaksinasi yang tepat sebelum berangkat! 🌎💙  #VaksinasiInternasional #VaksinMeningitis #VaksinInfluenza #VaksinPolio #Haji2026 Umrah2026 TravelSehat KlinikNomorSatu Padang VaksinPerjalanan HealthyTravel TravelAbroadSafely",https://www.instagram.com/p/DW0vBdCkURU/,0,0,1,-1,NaN
14,"inibaskara_","2026-03-10T03:13:48.000Z","Tips bantu anak biar ga kembung. Tag ibu dan ayah genz kalian  #bayikentut #faktabayi #carabayikentut #bayikembung #newborn",https://www.instagram.com/p/DVsDWUtEtYn/,175,0,107,-1,NaN
15,"dinkesp2kblumajang","2026-01-15T09:27:01.000Z","Punya badan ideal nggak cuma angan - angan, eksekusi sekarang di BKOR PIPPM Lumajang!  Bukan sembarang tempat gym, ini Pusat Kebugaran Paling Lengkap di Lumajang! Dari pemula sampai pro, semua kita kawal sampai bugar!  Kenapa Pilih Kita? - Cek Fisik Akurat: Tes Komposisi Tubuh (Body Fat Analyzer), & Konsultasi Gizi bareng Ahlinya.Tes Kebugaran Total: Push-up, Sit-up, hingga Fleksibilitas dilengkapi Program Latihan pribadi! Kelas Rutin: Zumba, Poundfit, Yoga, Aerobik, Senam Ibu Hamil, Senam Lansia juga ada Terapi Akupuntur dengan tenaga ahli  Join sekarang ⏰ Buka: Senin–Jumat | 06.30–21.00 WIB  📍 Lokasi: Jl. Kapten Suwandak No. 76, Lumajang  📞 Pendaftaran & Info: (Zaki) 0851 3850 2365  Aku CEO yang sedang menyamar,  Beli pisang di pinggir jalan.  Daripada angan-angan badan bugar,  Mending ke BKOR kita wujudkan!  #GymLumajang #BKORPIPPM #LumajangSehat #PoundfitLumajang #ZumbaLumajang #dinkesp2kblumajang",https://www.instagram.com/p/DThrlkqEpn7/,1,0,4,-1,NaN
16,"storykidzindolr_","2026-03-08T10:58:05.000Z","Sumba bukan cuma indah… tapi juga penuh cerita, budaya, dan keunikan yang nggak ada di tempat lain 🌴✨ Dari Pasola sampai savana luasnya… ini bener-bener hidden gem Indonesia! 🇮🇩🔥 #SumbaNTT #ExploreIndonesia #WisataIndonesia #HiddenGem #BudayaIndonesia",https://www.instagram.com/p/DVnuoTaD4b7/,2,0,34,-1,NaN
17,"respons.mom","2026-03-04T05:51:08.000Z","Punya adik berarti punya kesempatan buat belajar cara menghargai orang lain dari lingkaran terdekat. Hubungan kakak-adik sering jadi latihan awal tentang batasan, komunikasi, sampai kompromi.   Kalau sejak kecil sudah terbiasa saling mendengarkan dan menghormati, besar kemungkinan pola itu kebawa juga dalam hubungan pertemanan atau kerja nantinya.  Jadi, sebelum main nyuruh, ngadu, atau usil kelewatan, coba pikir: apakah kita mau diperlakukan seperti itu juga?  Jangan lupa follow @respons.mom untuk tips dan edukasi seputar parenting lainnya! 👨‍👩‍👧  #SiblingGoals #KakakAdik #RelationshipGoals #BelajarHidup #FamilyTalk",https://www.instagram.com/p/DVc5Cg6krHn/,41,0,99,-1,NaN
18,"ceritatubuhku","2026-04-20T03:04:08.000Z","“Kadang ibu baru bukan capek ngurus bayi… tapi capek karena terus dibilang salah.”  Beda generasi, beda juga cara mengurus anak 🤍 Yang dulu dianggap biasa, sekarang banyak yang ternyata sudah tidak dianjurkan lagi demi keamanan bayi.  Mulai dari bedak berlebihan, bayi dikagetin biar gak kagetan, sampai bayi mau dikasih pisang sebelum waktunya 😔  Sebagai ibu baru, Mima cuma ingin belajar dan memberikan yang terbaik untuk bayinya… Bukan melawan orang tua, tapi mengikuti ilmu kesehatan yang sekarang sudah berkembang   Karena menjadi ibu baru itu gak mudah. Butuh dukungan, bukan tekanan terus-menerus 🥺 Pernah ngalamin beda pendapat soal ngurus bayi sama keluarga? Ceritain pengalaman kamu di komentar ya  Tag suami atau keluarga yang harus nonton video ini 🤍  #ceritamima #ceritatubuhku #mertuavsmenantu #ibunifas #parenting",https://www.instagram.com/p/DXVnI5hEmkJ/,6,0,39,-1,NaN
19,"inibaskara_","2026-01-05T02:50:05.000Z","Tips bantu anak biar ga kembung. Tag ibu dan ayah genz kalian  #bayikentut #faktabayi #carabayikentut #bayikembung #newborn",https://www.instagram.com/p/DTHOC7BEj25/,61,0,75,-1,NaN
20,"rspermatahaticikupa","2026-05-12T04:44:43.000Z","📆JADWAL POLIKLINIK📆  Halo Sahabat Permata, mimin mau kasih tau ""Jadwal Poliklinik"" terbaru nihhh. Jangan lupa dicatat baik-baik yaa!  #RSPermataHatiCikupa #jadwalpoliklinik #kabtangerang",https://www.instagram.com/p/DYOcDGpyaoa/,0,0,9,-1,NaN
21,"creator_rl4","2026-04-08T06:47:57.000Z","POV: Jadi Nakes Saat Pasien Sedang Emosi. 🩺🥺  Di balik seragam yang dipakai setiap hari, nakes juga manusia. Mereka lelah, mereka punya perasaan, tapi tetap berusaha tersenyum dan memberikan pelayanan terbaik.  Saat pasien sedang emosi, yang dibutuhkan sering kali bukan membalas dengan emosi, melainkan kesabaran, empati, dan komunikasi yang baik. ❤️  Semoga kita semua bisa saling memahami. Pasien ingin segera sembuh, nakes ingin memberikan pelayanan terbaik untuk semua.  💬 Kalau kamu berada di posisi ini, apa yang akan kamu lakukan? Pernah punya pengalaman serupa? Ceritakan di kolom komentar ya. 👇  🤍 Karena kadang, satu kalimat yang lembut bisa menenangkan lebih dari seribu amarah.  #povnakes #tenagakesehatan #nakesindonesia #puskesmas #faktakesehatan",https://www.instagram.com/p/DW3HKLOEx8z/,4,0,207,-1,NaN
22,"puskesmaskarangjati","2026-03-09T02:34:15.000Z","Berikut Jadwal Layanan Kesehatan Pemeriksaan Ibu Hamil, Pelayanan KB, Calon Pengantin (CATIN), dan Layanan Imunisasi.  Bisa simak postingan diatas ya 👆👆👆  UPTD. Puskesmas Karang Jati, Melayani Sepenuh Hati  Yuks tetap jaga kesehatan, jangan lupa Mencuci Tangan setelah beraktivitas, dan menggunakan Masker apabila Sakit.  #indonesiasehat #pemkotbalikpapan #imunisasi #KB #dinkeskotabalikpapan",https://www.instagram.com/p/DVpaNkVkWKn/,1,0,6,-1,NaN
23,"bidandewinbc","2026-03-10T04:51:20.000Z","✨ Saatnya manjakan si kecil dengan Baby Spa di Bidan Dewi NBC 💕👶  Baby Spa bukan hanya membuat bayi rileks, tetapi juga membantu merangsang tumbuh kembang, melancarkan sirkulasi darah, meningkatkan kualitas tidur, dan memberikan pengalaman bermain yang menyenangkan.  Yuk, luangkan waktu untuk memberikan perawatan terbaik bagi buah hati tercinta 🤍  📍 Bidan Dewi NBC Gentle Birth and Holistic Care for Mom and Baby 🏡 Perumahan Serasi Alam Elok Blok E1/19 📞 0895 0900 3060  ✨ Reservasi sekarang dan berikan pengalaman Baby Spa yang nyaman untuk si kecil  #babyspa #baby #babyspakarawang #pijatmurah #Bidan",https://www.instagram.com/p/DVsOyLuE9Wp/,0,0,3,-1,NaN
24,"mommydesti","2026-06-09T23:40:38.000Z","POV : masalah kesehatan ngomel karna dicegah pake cara yang bener.  ini dia tips Medis Atasi Keluhan Bumil & Bayi yang sudah benar dilakuin!  1️⃣ Bayi Gumoh: Katup lambungnya belum kuat. Gendong tegak si kecil selama 15–20 menit habis menyusu sebelum ditidurkan agar susu tidak naik kembali ke tenggorokan.  2️⃣ Kaki Bengkak Bumil: Murni karena perubahan aliran cairan tubuh. Ganjal kaki dengan bantal lebih tinggi saat rebahan dan usahakan tidur miring ke kiri untuk mengurangi bebannya.  3️⃣ Bayi Cegukan: Bukan karena kedinginan, melainkan lambung yang penuh. Redakan dengan cara menyendawakan atau menyusuinya kembali secara perlahan (STOP tempel kertas basah).  Save postingan ini biar gak lupa pas butuh nanti, dan jangan lupa share ke Pak Suami atau sesama pejuang parenting ya! Ada yang mau ditanyakan? Tulis di bawah! 👇Produk rekomendasi ada di highlight kategori SPILL PRODUK",https://www.instagram.com/p/DZYkN84p7Cz/,6,0,792,-1,NaN
25,"promkeskotabekasi","2026-04-01T07:11:48.000Z","Katanya sehat… tapi ngos-ngosan naik tangga dua anak. Katanya gak apa-apa… tapi pusing dikit langsung nyalahin cuaca. Katanya aman… tapi terakhir cek kesehatan pas bikin KTP. Ya masuk akal sih, kalau merasa sehat tanpa pernah dicek 🤷‍♂️  Daripada sok kuat tapi tensi bilang lain cerita, mending ikutan Cek Kesehatan Gratis. Gak sakit, gak mahal, gak bikin dompet nangis. Yang bikin kaget cuma hasilnya. Yuk cek sekarang, sebelum tubuh kamu update status duluan 😌🩺  @mastriadhianto  @harris.bobihoe  @pemkot_bekasi  @humaskotabekasi  @dinkeskotabekasi  @dinkesjabar  @satiaanggraini   Video AI : Tommy Alfa @rumy130523   #promkeskotabekasi #promosikesehatankotabekasi #dinaskesehatankotabekasi #kesehatanmasyarakat #cekkesehatangratis #bekasisehatbekasikeren",https://www.instagram.com/p/DWlIhp1mYdc/,1,0,34,-1,NaN
26,"bahasa_cinta_","2026-03-09T09:59:41.000Z","Siapa yang tiap pagi sudah 'olahraga jantung' lihat si kecil panjat sana-sini?  ​Tenang, kamu nggak sendirian! Sains membuktikan kalau ""baterai"" anak laki-laki itu memang beda settingan-nya. Mereka butuh gerak buat mengaktifkan pusat kendali di otaknya. Jadi, daripada dilarang, yuk kita salurkan energinya ke hal yang positif!  nah kalau anak atau keponakan laki-laki kamu gimana? Tim nggak bisa diam atau tim kalem nih? Coba absen di kolom komentar ya! 😆👇  #DramaParenting #AnakAktif  #CapCut #capcutpioneer #capcutgala2026",https://www.instagram.com/p/DVqNG_yE5R7/,1,0,363,-1,NaN
27,"rsherminasalatiga","2026-06-07T09:31:07.000Z","⚠️ WASPADA PENIPUAN MENGATASNAMAKAN RS HERMINA ⚠️  Sehubungan dengan maraknya penipuan yang mengatasnamakan RS Hermina, kami mengimbau seluruh masyarakat untuk lebih berhati-hati dan memastikan informasi hanya diperoleh melalui kanal resmi RS Hermina.  📌 Pendaftaran Pasien Resmi Hanya Melalui: ✅ Aplikasi Halo Hermina ✅ Website Resmi Hermina: www.herminahospitals.com ✅ Call Center Hermina: 1500-488 ✅ Datang langsung ke RS Hermina Salatiga  ❌ RS Hermina Salatiga tidak pernah meminta pembayaran, transfer uang, atau data pribadi. melalui nomor pribadi, media sosial tidak resmi, maupun aplikasi pesan instan untuk keperluan pendaftaran pasien.  📢 Jika Anda menerima pesan, telepon, atau informasi yang mencurigakan dan mengatasnamakan RS Hermina Salatiga, segera lakukan verifikasi melalui kanal resmi kami.  Mari bersama-sama waspada terhadap segala bentuk penipuan demi keamanan dan kenyamanan pelayanan kesehatan Anda.  RS Hermina Salatiga Mengutamakan Keselamatan, Kenyamanan, dan Kepercayaan Pasien.  #rsherminasalatiga #herminahospitals #herminalebihdekat",https://www.instagram.com/p/DZR5PsQhsCN/,5,0,94,-1,NaN
28,"puskesmaslemahabang","2026-04-03T02:54:51.000Z","Berikut Jam operasional layanan di Puskesmas Lemahabang  Notes : Pendaftaran pemeriksaan Calon Pengantin Jam 08 : 00 - 12 : 00.",https://www.instagram.com/p/DWp0tMtk41L/,0,0,5,-1,NaN
29,"orangematernity","2026-03-10T01:00:05.000Z","Fakta:  Papa Mama kerja banting tulang 💼 Debay di rumah cuma guling2 + nen 🤱 Eh yg dipijat malah debay nya 😂  Tapi tau nggak Bun?  Pijat bayi itu bukan ""manja"" loh 🤲 Manfaatnya:  Tidur nyenyak ✅ Pencernaan lancar ✅  Anti kembung & rewel ✅  Jadi wajar dong yg spa debay nya 😌 Biar yg kerja bisa fokus, yg dirumah bisa tenang ❤️  Orange Maternity & Baby Care Orange Pediatric Massage harga mulai 125k WA 08888410000  Share ke temen yg sama2 ""korban"" 😂💛",https://www.instagram.com/p/DVr0l06ErJN/,1,0,12,-1,NaN
30,"puskesmaspondokjagung","2026-06-22T14:04:00.000Z","Berikut adalah jadwal pelayanan UPTD Puskesmas Pondok Jagung yang sudah Berintegrasi Layanan Primer, Silahkan di Slide / Swipe Kanan 🙏🏻",https://www.instagram.com/p/DZ5A4ZkMg1f/,0,0,5,-1,NaN
31,"popmama_com","2025-10-21T14:32:01.000Z","Ma, Pa, setiap anak punya minat dan bakatnya masing-masing. Karena itu, si Kecil perlu ruang untuk bermain, belajar, dan bereksplorasi agar bisa menemukan apa yang mereka sukai sejak dini. 💜  Nah, lewat Cheerful Creativity Club di Pesta Anak Bahagia 2026, si Kecil usia 6-9 tahun bisa menjelajahi pengalaman seru untuk menemukan minat dan potensinya melalui aktivitas kreatif yang menyenangkan. 🧸✨  Langsung scan barcode di slide untuk mendaftar ya, Ma & Pa 💜  📍 Piazza, Gandaria City 📅 25 Juli 2026 ⏰ 10.00–19.00 WIB  #PestaAnakBahagia2026 #Popmama #TumbuhBersamaPopmama",https://www.instagram.com/p/DQExxpnkwcN/,8,0,595,-1,NaN
32,"puskesmas_sedati_sidoarjo","2026-04-07T03:25:33.000Z","[Tarif Pelayanan Puskesmas Sedati] Halo #SobatSehati😊 Berdasarkan Peraturan Daerah Kabupaten Sidoarjo No. 04 Tahun 2025 tentang Pajak Daerah dan Retribusi Daerah, berikut terkait tarif pelayanan di Puskesmas Sedati🙏🏻 Silahkan dicek pada flyer berikut ya #SobatSehati✨  @pemkabsidoarjo @dinkes_sidoarjo @lakhsmie @fa.uzi2203  #TarifPelayanan #PuskesmasSedati #DinkesSidoarjo #PemkabSidoarjo",https://www.instagram.com/p/DW0LZ07mkAQ/,1,0,7,-1,NaN
