index,account,postdate,tweet,link,comments,retweets,likes,views,replysource
"434","The Master Baby Spa Homecare","","Imunisasi Tepat Waktu, Hadiah Terbaik untuk Masa Depan Si Kecil… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=1393239626196150&set=a.1389897729863673","0","80","126","-1","NaN"
"435","Venny Af Priyanie","2026-05-24T22:07:00.000Z","Banyak orang tua rajin banget ngejar jadwal imunisasi…tapi jujur aja, masih banyak yang belum benar-benar paham:“Sebenarnya ini vaksin buat apa sih?” Padahal imunisasi itu bukan sekadar checklist atau formalitas posyandu. Ini soal perlindungan jangka panjang anak dari penyakit yang bisa berbahaya banget.Bukan cuma demam biasa… tapi bisa sampai:• sesak berat • kejang • lumpuh• radang otak • bahkan komplikasi yang mengancam nyawa Ini fungsi beberapa imunisasi penting:• BCG  melindungi dari TBC berat (yang bisa menyerang paru & organ lain)• Hepatitis B  mencegah infeksi hati kronis• Polio mencegah kelumpuhan permanen• DPT melindungi dari difteri, batuk rejan, & tetanus• MR mencegah campak & rubella yang bisa berat pada anak• PCV bantu cegah pneumonia (infeksi paru serius)• Rotavirus cegah diare berat sampai dehidrasi• HPV perlindungan jangka panjang dari kanker serviks. Yang sering disalahpahami:Imunisasi itu bukan berarti anak jadi 100% tidak akan sakit.TAPI…kalau pun terpapar penyakit, tubuh anak sudah punya “pertahanan” jadi risiko sakit berat, rawat inap, atau komplikasi bisa jauh lebih rendah Jadi intinya:Imunisasi itu bukan sekadar datang, suntik dan  pulang.Tapi bentuk perlindungan paling awal yang bisa orang tua kasih ke anaknya. Nah sekarang aku mau tanya:Menurut Bunda kenapa masih banyak orang tua yang masih ragu imunisasi?Tulis pendapatmu di komentar ya","https://web.facebook.com/afpriyani.venny/posts/pfbid0Fa759wAoMTLCKNW1LXh1pShhDLWrt8Hakum6kcNBTDcpB5kZtnxUjXVbCzS6uN44l","80","298","584","-1","NaN"
"436","Maria Chindy Mada","2026-06-23T06:58:00.000Z","*Kepala bayi lebih besar jadi bayi normal pada umum?Apakah itu Ventrikulomegali / Hidrosefalus?*Apa itu?Ventrikulomegali adalah pelebaran ventrikel (rongga berisi cairan otak) dengan ukuran ≥10 mm pada USG. Bila pelebaran disebabkan oleh penumpukan cairan serebrospinal yang berlebihan hingga menekan jaringan otak, kondisi ini disebut hidrosefalus.*Penyebab* Kelainan bawaan otak, seperti stenosis akuaduktus Sylvii Kelainan kromosom (misalnya trisomi 21, 18, atau 13) Infeksi selama kehamilan, terutama CMV, toksoplasmosis, rubella, dan Zika Perdarahan otak janin Kelainan tabung saraf, seperti spina bifida Sindrom genetik tertentu Usia ayah bayi >40 tahun saat pembuahan Pada sebagian kasus, penyebabnya tidak diketahui (idiopatik)*Pencegahan* Konsumsi asam folat sejak sebelum hamil dan selama trimester pertama Rutin melakukan kontrol kehamilan dan USG antenatal Menjaga kebersihan makanan untuk mencegah toksoplasmosis Menghindari kontak dengan penderita infeksi tertentu selama hamil Melakukan vaksinasi yang dianjurkan sebelum kehamilan Mengontrol penyakit kronis seperti diabetes dan hipertensi Menghindari alkohol, rokok, dan obat-obatan tanpa anjuran dokter*Prognosis*- Ventrikulomegali Ringan (10–12 mm) Sekitar 80–90% bayi memiliki perkembangan neurologis yang baik bila tidak ditemukan kelainan lain.- Ventrikulomegali Sedang (13–15 mm) Sebagian besar bayi dapat tumbuh baik, namun risiko gangguan perkembangan neurologis lebih tinggi dibanding kasus ringan.- Ventrikulomegali Berat (>15 mm) atau Hidrosefalus Risiko gangguan perkembangan saraf, keterlambatan perkembangan, gangguan motorik, gangguan penglihatan, hingga kebutuhan operasi pemasangan shunt setelah lahir menjadi lebih tinggi.*Faktor yang Memengaruhi Prognosis* Derajat pelebaran ventrikel Apakah pelebaran bertambah selama kehamilan atau tidak Ada tidaknya kelainan otak lain Ada tidaknya kelainan kromosom/genetik Adanya infeksi kongenital Penanganan setelah lahirPrognosis terbaik umumnya ditemukan pada ventrikulomegali ringan yang terisolasi, sedangkan prognosis akan lebih berhati-hati bila ventrikel sangat melebar, progresif, atau disertai kelainan struktural maupun genetik lainnya.#ventrikulomegali#hidrocephalus#cmv#toxoplasmosis#jangkauanluas","https://web.facebook.com/chindy.anarote/posts/pfbid02N98xrauDAQQWbp6za5pKVMvRA4Rfb4tFS1RnTvMT2hMuJgrsNukewRru4UhwVfnMl","20","4","71","-1","NaN"
"437","Atenri Ka","2026-06-19T14:41:00.000Z","Waalaikumsalam bund . Kalau Hanan dulu tidak sempat cek CMV sebelum didiagnosa CP, jadi kami memang tidak tahu apakah ada riwayat CMV atau tidak. Tegak diagnosis CP didapat saat usia 1 tahun. Setelah itu baru kami melakukan tes TORCH di usia 1 tahun 3 bulan untuk mencari kemungkinan penyebabnya. Hasilnya menunjukkan Hanan pernah terinfeksi CMV dan rubella. Dari penjelasan dokter, infeksi tersebut menjadi salah satu kemungkinan terbesar yang menyebabkan kondisi CP pada Hanan.#fyp#ParentingJourney#anakspesial#masyaallahtabarakallah#cerebralpalsy","https://web.facebook.com/atenrikosasih/posts/pfbid02evCYD7x36XkibNfr4R8D65ty116mpX7A2gjVe95jmG9kv1BXFXkgUoicFumVQjGXl","24","2","60","-1","NaN"
"438","Asiyah Melodi","2026-07-02T11:27:00.000Z","Penyebab Janin Ca*cat dalam Kandungan, Apa Saja?… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=122301494840170938&set=a.122109728228170938","2","5","69","-1","NaN"
"439","Riswan Onti","2026-05-06T11:34:00.000Z","LENGKAPI IMUNISASI ANAK DI POSYANDU… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=122136889641070666&set=a.122103612279070666","18","182","381","-1","NaN"
"440","Arifianto Riyanto","2026-03-06T02:43:00.000Z","Antivaksin tidak sama dengan vaccine hesitancy. Cukup banyak yang masih ragu, dan saya perhatikan mayoritas cenderung memilih untuk segera melengkapi imunisasi anak-anaknya yang tertinggal. Segera mantapkan dengan ilmu. Ambil keputusan. Jangan terpengaruh narasi menyesatkan dari mereka yang pada hakikatnya tidak mampu bertanggung jawab ketika anak-anak tertukar penyakit berat yang bisa dicegah dengan vaksin. Vaksin yang tertinggal BISA dikejar. Tertinggal imunisasi DPT kombo, PCV, campak rubella, dll. Segera datangi faskes terdekat. Dalam satu waktu, bisa diberikan suntik vaksin DPT kombo, PCV, dan MR (campak rubella) dengan bersamaan. Namanya imunisasi ganda/simultan. Saya pernah bahas ini Di postingan lama. Bagaimana teknisnya.  Pahami juga kondisi sakit ringan tetap bisa diimunisasi. Kembali lagi ke gambar foto yang saya ambil sendiri. Saya berdoa agar adik ini segera pulih sembuh seperti sediakala. Begitu juga dengan semua anak yang sedang sakit. Terpasang oksigen nasal,  HFNC, bahkan ventilator.","https://web.facebook.com/arifianto.riyanto/posts/pfbid025d39WacQaJKxkhp18CH3WqmaaG2bBgEFvH1LCdddDGRzrAryw9HXXhZaoQAogFykl","334","98","207","-1","NaN"
"441","Rubella May Fabroa","","Kachow! Our little racer Jaxx is zooming into 4 with style and speed! Every single day with you feels like magic. You brought so much joy, color and laughter into our lives from the moment you arrived. At 4 years old, you're already so smart, so brave, so kind and so deeply loved by everyone —parang araw na palaging nagbibigay liwanag sa paligid. As you blow your candle today, I pray that complete healing, grow up healthy,  happy and sorrounded by people who love you. I'll always be here cheering for you, guiding you, and loving you with all my heart. And no matter how tall you grow, or how far you go - you will always be my little boy. We love you so much our little warrior","https://web.facebook.com/rubellamay15/posts/pfbid02qsoXZt9U3fEApeWJoxnX8woQCXgZqc9YujRGmdu6VBykzjSZTa2NcytCmBtdtZm2l","153","5","171","-1","NaN"
"442","#trending","","Measles rubella vaccine for baby !! Injection video !! #trending #viral #instagood #vaccine #health","https://web.facebook.com/reel/1463176092241221/","0","0","0","-1","NaN"
"443","Magnolia Tribune","2026-07-09T21:31:00.000Z","Dr. Daniel Edney expressed concern that Measles Mumps and Rubella vaccination rates for children entering kindergarten continue to fall in some parts of the state.","https://web.facebook.com/photo/?fbid=1642641334529237&set=a.444170311043018","135","23","78","-1","NaN"
"444","Diagnose it","","⏩️ BLUEBERRY MUFFIN RASH","https://web.facebook.com/reel/1686781672370064/","0","0","0","-1","NaN"
"445","Dr Rubella","","Relaxing clean up by Dr Rubella","https://web.facebook.com/reel/1357900203193858/","0","0","0","-1","NaN"
"446","#measles","2026-02-09T17:57:00.000Z","If you've had your MMR (Measles, Mumps and Rubella) vaccines,  you should be protected from the #measles, but some folks may need a boost. Check to see what vaccines you've had on the #Wisconsin Immunization Registry and ask your doctor if you might need a booster. Learn more at www.dhs.wisconsin.gov/immunization/measles.htm#healthyliving  #healthycommunity","https://web.facebook.com/DHSWI/posts/pfbid09QfFoNHLxVdi9HvAMjBK3SWHbAKmdRsj1E88S5kB3J6fKH5w2ikzKLmBxCvZbPGKl","53","377","397","-1","NaN"
"447","Doa Ibu Persada","","Kenapa orang yang tidak imunisasi lengkap bisa lebih berisiko mengalami gangguan kesuburan?","https://web.facebook.com/reel/976408475189509/","0","0","0","-1","NaN"
"448","Katsina State Primary Health Care Agency-KSPHCA","2026-07-09T06:38:00.000Z","Katsina State Hosts National Measles-Rubella Surveillance Strengthening Mission… Lihat selengkapnya","https://web.facebook.com/photo/?fbid=1033415379241970&set=pcb.1033415919241916","1","0","4","-1","NaN"
"449","0:00 / 1:26","","Attention!!! LIGTAS TIGDASWhat: MR SIA - VAS - Measles Rubella Immunization  Activity… Lihat selengkapnya","https://web.facebook.com/100003660107950/videos/pcb.4015745355224095/27819489737683302","0","0","0","-1","NaN"
"450","Allan Pedraza","","Measles-Rubella.Supplemental Immunization Activity (MR SIA) with Vitamin A Supplemental (VAS)","https://web.facebook.com/reel/36984224181192210/","0","0","0","-1","NaN"
"451","Barangay Vibora","","For Your InformationMeasles-Rubella Supplemental Immunization Activity (MR-SIA) with Vitamin A Supplementation (VAS)","https://web.facebook.com/reel/2476738346098624/","0","0","0","-1","NaN"
"452","Barangay Tejero","","Measles-Rubella Supplemental Immunization Activity  with Vitamin A Supplementation (MRSIA-VAS)","https://web.facebook.com/reel/4358373807758335/","0","0","0","-1","NaN"
"453","Riswan Onti","","Sudah Tahukah Anda Manfaat Lengkap Imunisasi Anak di Posyandu?… Lihat selengkapnya","https://web.facebook.com/reel/2925860107608444/","0","0","700","-1","NaN"
"454","Satria Prabu","2025-08-29T14:42:00.000Z","""Yeh loah mah enak keluarga cines koh, boleh nolak mana ada yang berani maksa2 pakcin di perumahan elit, lah kite nyang di emperan  emang boleh? ""","","0","0","0","-1","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431"
"455","Lisa","2025-08-29T14:28:00.000Z","Cuman demam aja sama ngilu ngilu trus trus nanti kalau hilang demam nya lgsg timbul.merah merah doang ..abis itu ilang deh sembuh ...","","0","0","0","-1","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431"
"456","Bojomu","2025-08-31T03:06:00.000Z","Soalnya anakku 3 hari demam naik turun udah dikasih pamol sembuh nanti demam lagi","","0","0","0","-1","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431"
"457","Annie Ana Annie","2025-08-29T23:16:00.000Z","Mapo cap bola andalan dlu kalau anak kena campak. Kalau mulutnya rusak suka diolesin itu dlu. Efek campak kan mulut pada kaya org sariawan, pakai mapo ilang.","","0","0","0","-1","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431"
"458","MAK'E BILMIF","2025-08-29T14:20:00.000Z","Yg meninggal itu kan ditangani di RS kan koh Bao Chenx ? Sama kyk jaman copet juga lah, interaksi antar obat...sakitnya krn virus dikasihnya utk bakteri","","0","0","0","-1","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431"
"459","Uma A","2025-08-29T16:39:00.000Z","Coba cari berita lain ko Bao Chenx . Dapat santunan dari gabernernya buat korban. Padahal g lagi pemilu.","","0","0","0","-1","https://web.facebook.com/photo/?fbid=757232593738471&set=a.101256392669431"
"460","Neng Cintha","2026-05-13T14:48:00.000Z","Klik Disini Untuk Berlangganan   https://www.facebook.com/cintaofficial1212/subscribenow?surface=pinned_comments","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"461","Naura Nadzifah","2026-05-13T21:09:00.000Z","hilang tar juga neng.anak teteh kitu lebih parah tikitu","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"462","Mutiah Sobirin","2026-05-14T04:09:00.000Z","Pake ini teh ilang cpet..kmren anakku campak juga rekomendasi dr dktr..","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"463","Sara Dwi Oktora","2026-05-22T05:25:00.000Z","bun demam nya berapa lama?","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"464","Fransiska II","2026-05-13T15:08:00.000Z","Skrg udah sembuh itu cin?","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"465","Shafa Nazira","2026-05-13T21:11:00.000Z","Anaku bulan kemaren kena campak, ya seperti itu, Bagus dia keluar bintik² nya,","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"466","Neng Cintha","2026-05-13T00:48:00.000Z","Klik Disini Untuk Berlangganan   https://www.facebook.com/cintaofficial1212/subscribenow?surface=pinned_comments","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"467","Naura Nadzifah","2026-05-13T07:09:00.000Z","hilang tar juga neng.anak teteh kitu lebih parah tikitu","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"468","Mutiah Sobirin","2026-05-13T14:09:00.000Z","Pake ini teh ilang cpet..kmren anakku campak juga rekomendasi dr dktr..","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"469","Sara Dwi Oktora","2026-05-21T15:25:00.000Z","bun demam nya berapa lama?","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"470","Fransiska II","2026-05-13T01:08:00.000Z","Skrg udah sembuh itu cin?","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"471","Shafa Nazira","2026-05-13T07:11:00.000Z","Anaku bulan kemaren kena campak, ya seperti itu, Bagus dia keluar bintik² nya,","","0","0","0","-1","https://web.facebook.com/cintaofficial1212/posts/pfbid0eGCKu3qjJ9TBhE9d7NXSAZxUH5bTn1KeTcDjsgACNFYBAqyFTKzvhzyznGddGCJ4l"
"472","Nila Listia","2026-05-31T08:18:00.000Z","terimakasih yang sudah mampir dan bergabung mari kita saling support  dan Jangan Lupa berlangganan https://www.facebook.com/nila.listia.9/subscribenow?surface=pinned_comments","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"473","Mas Ndoyokk","2026-05-31T13:44:00.000Z","Tukono betason","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"474","Garace Torix","2026-05-31T09:57:00.000Z","Napa nil","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"475","Widodo Widodo","2026-05-31T14:57:00.000Z","Semoga cepat sembuh","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"476","Wahyu Hito","2026-05-31T10:42:00.000Z","Geno kui dex?","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"477","Diana Sari","2026-05-31T11:44:00.000Z","Knp ini kk","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"478","Nila Listia","2026-05-30T18:18:00.000Z","terimakasih yang sudah mampir dan bergabung mari kita saling support  dan Jangan Lupa berlangganan https://www.facebook.com/nila.listia.9/subscribenow?surface=pinned_comments","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"479","Mas Ndoyokk","2026-05-30T23:44:00.000Z","Tukono betason","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"480","Garace Torix","2026-05-30T19:57:00.000Z","Napa nil","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"481","Widodo Widodo","2026-05-31T00:57:00.000Z","Semoga cepat sembuh","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"482","Wahyu Hito","2026-05-30T20:42:00.000Z","Geno kui dex?","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"483","Diana Sari","2026-05-30T21:44:00.000Z","Knp ini kk","","0","0","0","-1","https://web.facebook.com/nila.listia.9/posts/pfbid0zwehEx6TaS7f5t5Z9BpBPTP1LvdN8bY6E4qYmV72bid184nzHTpiAKLw5pE2L8awl"
"484","Elisabeth L. Wikandari","2026-03-28T03:32:00.000Z","Kemenkes masih melihat bhw penyebab kematian dokter tsb adalah campaknya, padahal setahu saya campak bukan penyakit mematikan. Kemenkes tdk mau mengakui dokter tsb hrs bekerja gak kenal waktu dalam keadaan sakit, shg ini berpotensi menjadi penyebab kematian. Selalu penyakit dijadikan kambing hitam untuk menutupi kejadian yg sebenarnya.","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"485","Shanum Fariza R","2026-03-28T11:59:00.000Z","Kenapaaa yaaa sblum campak viral belakangan ini, perasaan campak gak begitu mengerikan , malahan kalau demam keluar campak merah2 gt bagus katanya panasnya keluar gt , dan trs cuma di minumin air kelapa hijau saja…. Sekarang kok jadi ngeri ya","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"486","Athar Guinandra","2026-03-28T05:26:00.000Z","Masa seorang dokter yang udah vaksin tentunya tau donk yang terbaik untuk dia soal kesehatan  kenpa mati gara gara komplikasi campak...","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"487","Daimler Tuku Gawa","2026-03-27T20:22:00.000Z","Harusnya yang campak2 disuruh ke pemuka agama saja. Apalagi yang dulu anti vaksin. Jangan ke dokter. Membahayakan dokter saja.","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"488","Suryani Suryani","2026-03-28T18:34:00.000Z","Kls 3 SMP dan SMA kls 1 pernah mengalami penyakit campak, ya spt itu penyakit nya, bila terpapar angin smkn melebar dan gatal serta panas walaupun tak berkeringat","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"489","Ayubil Ziyad Sabiq","2026-03-28T12:55:00.000Z","Dan nantinya bersedia di Vaksin kembali ? Sesuai PlanDemic 2028.","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"490","Idwputu Putra W","2026-03-28T07:50:00.000Z","Kalau jaman kuno, obat campak itu adalah bedak wangi dan gosokan kayu cendana ... bisa sembuh total","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"491","Nila Silvia","2026-03-28T04:48:00.000Z","Campak adalah penyakit mematikan kata kemenkes.. nah besok2 demam flu juga jadi penyakit mematikan....","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"492","Fikriyah Riyah Ichigo","2026-03-28T17:05:00.000Z","Penyakit buatan itu biasalah jualan obat, padahal campak mah obatnya makan makanan yg bergizi.","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"493","Leny Efnita Siregar","2026-03-29T00:13:00.000Z","Lucu. Campak di masa lalu ngga seheboh ini. Sy curiga penanganan di RS jd faktor. Krn bnyk pasien yg sdh sampai RS, bukannya membaik malah memburuk sampai meninggal","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"494","Elisabeth L. Wikandari","2026-03-27T13:32:00.000Z","Kemenkes masih melihat bhw penyebab kematian dokter tsb adalah campaknya, padahal setahu saya campak bukan penyakit mematikan. Kemenkes tdk mau mengakui dokter tsb hrs bekerja gak kenal waktu dalam keadaan sakit, shg ini berpotensi menjadi penyebab kematian. Selalu penyakit dijadikan kambing hitam untuk menutupi kejadian yg sebenarnya.","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"495","Shanum Fariza R","2026-03-27T21:59:00.000Z","Kenapaaa yaaa sblum campak viral belakangan ini, perasaan campak gak begitu mengerikan , malahan kalau demam keluar campak merah2 gt bagus katanya panasnya keluar gt , dan trs cuma di minumin air kelapa hijau saja…. Sekarang kok jadi ngeri ya","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"496","Athar Guinandra","2026-03-27T15:26:00.000Z","Masa seorang dokter yang udah vaksin tentunya tau donk yang terbaik untuk dia soal kesehatan  kenpa mati gara gara komplikasi campak...","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"497","Daimler Tuku Gawa","2026-03-27T06:22:00.000Z","Harusnya yang campak2 disuruh ke pemuka agama saja. Apalagi yang dulu anti vaksin. Jangan ke dokter. Membahayakan dokter saja.","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"498","Suryani Suryani","2026-03-28T04:34:00.000Z","Kls 3 SMP dan SMA kls 1 pernah mengalami penyakit campak, ya spt itu penyakit nya, bila terpapar angin smkn melebar dan gatal serta panas walaupun tak berkeringat","","0","0","0","-1","https://web.facebook.com/TirtoID/posts/pfbid02kittGR5QwHz8LBzZQTRskpuiXT8ziPw9AEv2wrd9A8p92y4TtBVvtaJNw8gAVAuzl"
"499","Andi Ridwan","2026-03-11T09:15:00.000Z","Makin bergizi ternyata makin stress, bicara hanya buat nyenengin tuannya aja, nggak peduli dirinya pemimpin umat.","","0","0","0","-1","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999"
"500","Sancang Lodaya","2026-03-11T12:18:00.000Z","Bagus atuh biar nanti santri nya JD pendekar sakti dari dapur mbg","","0","0","0","-1","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999"
"501","Asrun San","2026-03-11T10:29:00.000Z","Bibir tinggal...","","0","0","0","-1","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999"
"502","Madiun Cinta Sunnah","2026-03-12T20:21:00.000Z","Punya dapur berapa gus","","0","0","0","-1","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999"
"503","Giovanni Adam Rison","2026-03-13T09:12:00.000Z","Betul sekali bapak, bukan hanya sakti pak, tapi juga bisa pindah ke alam karena keracunan.","","0","0","0","-1","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999"
"504","Eddy Noer","2026-03-13T23:05:00.000Z","Ternyata ada ust , yang mulia melirik MBG, begitu lulus santri nya pasti Bisa jadi pengusaha & sakti mandraguna gak mau' Korupsi","","0","0","0","-1","https://web.facebook.com/photo/?fbid=122286093410196999&set=a.122097326228196999"
"505","Fevi Yuriandika","2026-03-09T10:24:00.000Z","Mohon maaf comment tidak dapat saya jawab semua,“Follow & langganan dulu ya, biar dapat waktu spesial, bukan waktu sisa ” https://www.facebook.com/klinik.yuriandika/subscribenow?surface=pinned_comments","","0","0","0","-1","https://web.facebook.com/klinik.yuriandika/posts/pfbid0aCC9f5rm64dMuFfYWK8TSqUZdsWL6SHrr8sPpLFLzFxZqs4t4TqppqaGFHiFkT8Zl"
"506","Embuk Alif Azka","2026-03-09T10:29:00.000Z","Allhmdulillah smua anak syaa vaksin lengkap smuaa","","0","0","0","-1","https://web.facebook.com/klinik.yuriandika/posts/pfbid0aCC9f5rm64dMuFfYWK8TSqUZdsWL6SHrr8sPpLFLzFxZqs4t4TqppqaGFHiFkT8Zl"
